interaction_id,user_id,content_id,viewed,liked,saved,shared,completed,dwell_time_percent,rating,engaged_minutes,interaction_timestamp,engagement_score,interaction_day_type,recommendation_surface,rating_filled,engagement_bucket
I016451,U0015,C0707,1,1,0,0,1,67,4.0,6.7,2026-03-09 13:41:00,11.54,Weekday,For You,4.0,Very High
I016452,U0428,C0758,1,1,1,0,0,69,3.0,24.1,2025-12-26 22:31:00,10.28,Weekday,Trending,3.0,Very High
I016453,U0272,C0525,1,0,1,0,1,79,4.0,3.2,2025-11-16 11:22:00,12.28,Weekend,Home Feed,4.0,Very High
I016454,U0364,C0653,1,1,0,1,0,68,,5.4,2025-10-05 22:32:00,6.86,Weekend,For You,0.0,High
I016455,U0357,C0331,1,1,0,0,1,100,,7.0,2025-12-24 09:08:00,9.0,Weekday,For You,0.0,High
I016456,U0153,C0161,1,0,0,1,0,52,4.0,3.1,2026-02-06 20:22:00,7.24,Weekday,For You,4.0,High
I016457,U0388,C0104,1,0,0,0,0,31,,5.6,2025-12-03 01:49:00,1.62,Weekday,For You,0.0,Low
I016458,U0389,C0739,1,1,0,0,0,24,,4.3,2025-10-22 11:54:00,3.98,Weekday,Because You Liked,0.0,Medium
I016459,U0227,C0173,1,0,1,0,1,60,5.0,4.8,2025-12-24 18:30:00,12.7,Weekday,Category Page,5.0,Very High
I016460,U0396,C0063,1,0,1,0,1,90,5.0,6.3,2025-10-09 12:07:00,13.3,Weekday,For You,5.0,Very High
I016461,U0373,C0462,0,0,0,0,0,73,,10.2,2025-09-14 14:16:00,1.46,Weekend,For You,0.0,Low
I016462,U0169,C0416,1,0,0,0,0,51,4.0,6.1,2026-02-16 09:49:00,5.22,Weekday,For You,4.0,Medium
I016463,U0073,C0800,1,1,0,0,1,65,,7.2,2025-11-13 15:48:00,8.3,Weekday,Category Page,0.0,High
I016464,U0047,C0647,1,0,0,0,0,34,,6.1,2025-10-01 07:06:00,1.68,Weekday,Category Page,0.0,Low
I016465,U0042,C0408,0,0,0,0,0,32,,1.3,2026-02-04 14:16:00,0.64,Weekday,Because You Liked,0.0,Low
I016466,U0145,C0590,1,1,0,0,0,73,,5.1,2025-11-21 18:33:00,4.96,Weekday,Home Feed,0.0,Medium
I016467,U0311,C0886,0,0,0,0,0,61,,19.5,2025-12-04 10:18:00,1.22,Weekday,Category Page,0.0,Low
I016468,U0303,C0365,1,0,1,0,0,50,,14.0,2025-09-06 00:59:00,5.0,Weekend,For You,0.0,Medium
I016469,U0030,C0023,1,0,0,0,0,20,4.0,2.0,2025-12-02 08:57:00,4.6,Weekday,Home Feed,4.0,Medium
I016470,U0347,C0801,1,0,0,0,1,51,,2.5,2025-12-08 09:58:00,5.52,Weekday,Home Feed,0.0,Medium
I016471,U0190,C0678,1,1,0,0,0,63,,20.8,2025-12-02 22:12:00,4.76,Weekday,Home Feed,0.0,Medium
I016472,U0128,C0502,1,1,0,0,1,92,,9.2,2025-10-26 12:33:00,8.84,Weekend,Home Feed,0.0,High
I016473,U0035,C0865,1,0,0,0,0,27,,4.6,2025-10-07 22:11:00,1.54,Weekday,Home Feed,0.0,Low
I016474,U0099,C0479,1,1,0,0,0,50,,1.0,2026-02-09 12:43:00,4.5,Weekday,Because You Liked,0.0,Medium
I016475,U0324,C0522,0,0,0,0,0,65,,15.6,2025-12-23 10:26:00,1.3,Weekday,Search,0.0,Low
I016476,U0141,C0206,0,0,0,0,0,41,,2.0,2025-12-10 01:56:00,0.82,Weekday,For You,0.0,Low
I016477,U0191,C0194,1,1,0,1,1,79,,4.7,2025-12-10 06:16:00,10.58,Weekday,Home Feed,0.0,Very High
I016478,U0239,C0550,1,1,0,0,0,66,,9.9,2025-10-29 11:19:00,4.82,Weekday,Search,0.0,Medium
I016479,U0448,C0883,1,0,0,0,1,76,4.0,3.8,2025-10-25 09:12:00,9.22,Weekend,For You,4.0,Very High
I016480,U0377,C0714,1,0,1,0,1,64,,4.5,2025-10-03 13:24:00,8.78,Weekday,Trending,0.0,High
I016481,U0251,C0653,1,0,0,0,1,59,4.0,4.7,2026-01-07 23:42:00,8.88,Weekday,Trending,4.0,High
I016482,U0122,C0058,1,1,1,1,1,80,5.0,23.2,2025-11-02 21:42:00,17.6,Weekend,Category Page,5.0,Very High
I016483,U0382,C0147,1,0,0,1,1,75,,21.8,2025-10-01 22:57:00,8.0,Weekday,Category Page,0.0,High
I016484,U0231,C0183,1,0,1,0,1,70,,4.9,2026-01-23 07:18:00,8.9,Weekday,Because You Liked,0.0,High
I016485,U0106,C0786,0,0,0,0,0,60,,6.0,2025-09-26 16:53:00,1.2,Weekday,Search,0.0,Low
I016486,U0209,C0014,0,0,0,0,0,32,,3.2,2026-03-01 21:51:00,0.64,Weekend,Because You Liked,0.0,Low
I016487,U0070,C0617,1,0,0,0,0,39,,4.3,2026-01-15 22:10:00,1.78,Weekday,Trending,0.0,Low
I016488,U0063,C0766,1,1,0,0,1,89,,5.3,2026-02-13 16:13:00,8.78,Weekday,Trending,0.0,High
I016489,U0235,C0052,1,0,1,0,1,98,,2.9,2025-10-08 19:42:00,9.46,Weekday,For You,0.0,Very High
I016490,U0248,C0655,1,1,1,0,1,62,,16.1,2025-12-11 13:05:00,11.24,Weekday,Category Page,0.0,Very High
I016491,U0446,C0107,1,0,1,0,0,72,3.0,6.5,2025-12-15 21:00:00,7.84,Weekday,For You,3.0,High
I016492,U0340,C0460,1,0,0,0,0,31,3.0,1.0,2025-09-23 20:33:00,4.02,Weekday,Search,3.0,Medium
I016493,U0187,C0897,0,0,0,0,0,59,,16.5,2025-12-03 19:38:00,1.18,Weekday,Because You Liked,0.0,Low
I016494,U0010,C0133,1,1,0,1,1,46,,11.5,2025-09-30 22:36:00,9.92,Weekday,Category Page,0.0,Very High
I016495,U0197,C0192,1,0,0,0,0,12,,4.8,2026-02-07 16:52:00,1.24,Weekend,Because You Liked,0.0,Low
I016496,U0079,C0253,1,1,1,0,1,75,,6.0,2026-01-23 10:42:00,11.5,Weekday,Home Feed,0.0,Very High
I016497,U0392,C0021,1,1,0,1,1,99,,5.0,2025-09-06 21:49:00,10.98,Weekend,Home Feed,0.0,Very High
I016498,U0073,C0773,1,1,0,0,1,97,,22.3,2025-09-16 12:58:00,8.94,Weekday,Search,0.0,High
I016499,U0240,C0119,1,1,1,0,1,71,,5.7,2025-09-03 22:06:00,11.42,Weekday,Search,0.0,Very High
I016500,U0329,C0250,1,0,1,0,0,66,3.0,5.3,2025-12-24 07:45:00,7.72,Weekday,Search,3.0,High
I016501,U0130,C0106,1,1,0,1,0,15,,1.1,2025-09-08 00:48:00,5.8,Weekday,Category Page,0.0,Medium
I016502,U0396,C0268,1,0,0,0,1,73,,6.6,2025-12-29 13:06:00,5.96,Weekday,Home Feed,0.0,Medium
I016503,U0049,C0738,1,1,0,0,0,23,4.0,1.0,2025-11-01 19:33:00,7.16,Weekend,Home Feed,4.0,High
I016504,U0133,C0547,1,1,1,0,0,59,3.0,8.3,2025-10-10 21:42:00,10.08,Weekday,Trending,3.0,Very High
I016505,U0255,C0807,1,0,1,0,1,55,,12.7,2026-01-16 20:01:00,8.6,Weekday,Home Feed,0.0,High
I016506,U0131,C0010,1,0,1,0,1,75,,8.2,2026-01-17 09:03:00,9.0,Weekend,For You,0.0,High
I016507,U0218,C0694,1,1,0,1,1,30,4.0,1.0,2026-01-02 11:16:00,12.8,Weekday,Because You Liked,4.0,Very High
I016508,U0240,C0766,1,0,0,0,1,83,,5.0,2025-12-18 19:56:00,6.16,Weekday,Because You Liked,0.0,High
I016509,U0021,C0042,1,1,0,1,0,34,,1.7,2026-02-10 21:20:00,6.18,Weekday,For You,0.0,High
I016510,U0049,C0477,1,1,0,0,0,64,5.0,23.7,2026-02-13 20:38:00,8.78,Weekday,For You,5.0,High
I016511,U0350,C0858,1,0,0,0,0,30,,6.6,2025-09-18 22:31:00,1.6,Weekday,For You,0.0,Low
I016512,U0446,C0442,0,0,0,0,0,59,,5.9,2025-11-12 20:26:00,1.18,Weekday,For You,0.0,Low
I016513,U0086,C0686,0,0,0,0,0,68,,4.8,2025-12-09 19:09:00,1.36,Weekday,Because You Liked,0.0,Low
I016514,U0389,C0256,1,1,1,0,1,75,3.0,6.0,2026-02-22 11:28:00,13.9,Weekend,Trending,3.0,Very High
I016515,U0206,C0486,1,1,0,0,1,88,,6.2,2025-11-21 00:14:00,8.76,Weekday,For You,0.0,High
I016516,U0414,C0539,0,0,0,0,0,39,,13.7,2025-12-08 21:44:00,0.78,Weekday,Because You Liked,0.0,Low
I016517,U0131,C0332,1,0,0,0,0,63,4.0,3.1,2025-09-03 09:21:00,5.46,Weekday,Category Page,4.0,Medium
I016518,U0332,C0272,1,0,0,1,1,78,4.0,5.5,2026-02-23 12:21:00,11.26,Weekday,For You,4.0,Very High
I016519,U0087,C0284,1,1,0,0,1,52,,1.0,2025-12-28 08:31:00,8.04,Weekend,Trending,0.0,High
I016520,U0267,C0273,1,0,0,0,0,33,,2.6,2026-02-07 09:39:00,1.66,Weekend,Search,0.0,Low
I016521,U0295,C0659,1,1,1,0,1,100,,35.0,2026-02-18 20:18:00,12.0,Weekday,Because You Liked,0.0,Very High
I016522,U0224,C0450,1,0,0,0,1,65,,7.2,2026-02-10 19:03:00,5.8,Weekday,Because You Liked,0.0,Medium
I016523,U0056,C0696,0,0,0,0,0,69,,18.6,2025-12-10 19:49:00,1.38,Weekday,Category Page,0.0,Low
I016524,U0160,C0009,1,1,0,1,1,74,5.0,5.2,2025-09-19 08:15:00,14.48,Weekday,Trending,5.0,Very High
I016525,U0406,C0419,1,0,0,1,1,46,4.0,3.2,2025-11-01 23:59:00,10.62,Weekend,Home Feed,4.0,Very High
I016526,U0304,C0177,1,1,0,0,0,81,5.0,26.7,2025-10-14 12:54:00,9.12,Weekday,Home Feed,5.0,Very High
I016527,U0252,C0533,0,0,0,0,0,83,,22.4,2026-01-03 10:32:00,1.66,Weekend,Home Feed,0.0,Low
I016528,U0166,C0331,1,1,1,1,0,65,,4.5,2026-02-10 13:08:00,9.8,Weekday,Trending,0.0,Very High
I016529,U0308,C0279,1,1,0,0,1,69,,22.8,2025-10-15 10:14:00,8.38,Weekday,Search,0.0,High
I016530,U0299,C0734,1,1,1,0,1,60,,1.0,2025-09-24 09:58:00,11.2,Weekday,Because You Liked,0.0,Very High
I016531,U0060,C0563,1,1,0,0,0,37,5.0,2.6,2025-10-28 06:55:00,8.24,Weekday,For You,5.0,High
I016532,U0406,C0284,1,0,0,0,0,61,4.0,1.0,2025-11-13 22:35:00,5.42,Weekday,For You,4.0,Medium
I016533,U0125,C0646,1,0,0,0,0,52,,3.6,2025-09-29 21:52:00,2.04,Weekday,For You,0.0,Low
I016534,U0215,C0262,0,0,0,0,0,61,,3.0,2026-02-05 20:22:00,1.22,Weekday,For You,0.0,Low
I016535,U0416,C0294,1,1,0,0,1,93,,18.6,2025-10-19 18:21:00,8.86,Weekend,Trending,0.0,High
I016536,U0043,C0771,1,1,0,0,1,100,,11.0,2025-12-31 23:54:00,9.0,Weekday,Because You Liked,0.0,High
I016537,U0098,C0534,1,1,0,1,0,40,4.0,10.0,2025-12-30 08:36:00,9.5,Weekday,For You,4.0,Very High
I016538,U0105,C0468,1,1,0,0,1,51,,1.5,2025-09-12 22:27:00,8.02,Weekday,For You,0.0,High
I016539,U0315,C0393,1,0,1,0,0,45,,15.3,2025-09-18 22:32:00,4.9,Weekday,Because You Liked,0.0,Medium
I016540,U0040,C0393,1,0,0,0,1,93,3.0,31.6,2025-12-05 18:47:00,8.76,Weekday,Because You Liked,3.0,High
I016541,U0161,C0067,1,0,1,1,0,49,,10.3,2025-09-09 22:49:00,6.98,Weekday,Search,0.0,High
I016542,U0045,C0501,0,0,0,0,0,40,,1.2,2025-10-21 01:01:00,0.8,Weekday,Category Page,0.0,Low
I016543,U0211,C0131,1,1,0,0,0,59,,5.3,2025-11-29 08:32:00,4.68,Weekend,Trending,0.0,Medium
I016544,U0353,C0034,1,1,1,0,1,74,,1.5,2025-12-11 15:51:00,11.48,Weekday,Trending,0.0,Very High
I016545,U0128,C0081,0,0,0,0,0,31,,6.5,2025-12-18 12:57:00,0.62,Weekday,Category Page,0.0,Low
I016546,U0305,C0676,1,0,0,0,0,34,,2.0,2025-12-16 14:11:00,1.68,Weekday,Search,0.0,Low
I016547,U0132,C0674,1,1,0,0,1,54,4.0,5.4,2025-09-11 06:27:00,11.28,Weekday,For You,4.0,Very High
I016548,U0363,C0386,1,1,1,0,1,74,4.0,20.0,2025-11-04 23:32:00,14.68,Weekday,Home Feed,4.0,Very High
I016549,U0162,C0020,1,1,0,0,1,81,,21.9,2026-02-22 18:05:00,8.62,Weekend,Category Page,0.0,High
I016550,U0181,C0838,1,0,1,0,1,50,,16.5,2026-03-06 07:09:00,8.5,Weekday,For You,0.0,High
I016551,U0229,C0624,1,1,0,0,1,72,5.0,3.6,2025-10-20 17:44:00,12.44,Weekday,Trending,5.0,Very High
I016552,U0137,C0725,1,0,0,0,0,57,,1.0,2025-09-23 22:22:00,2.14,Weekday,Search,0.0,Low
I016553,U0378,C0072,1,0,0,0,0,88,,2.6,2025-10-17 08:33:00,2.76,Weekday,Because You Liked,0.0,Low
I016554,U0261,C0320,1,0,1,0,0,80,3.0,7.2,2026-02-07 12:07:00,8.0,Weekend,Because You Liked,3.0,High
I016555,U0220,C0112,1,1,0,0,1,81,4.0,8.9,2025-12-07 13:33:00,11.82,Weekend,Home Feed,4.0,Very High
I016556,U0087,C0331,1,1,0,0,1,77,5.0,5.4,2025-09-19 09:09:00,12.54,Weekday,Because You Liked,5.0,Very High
I016557,U0287,C0820,0,0,0,0,0,95,,3.8,2026-02-19 12:26:00,1.9,Weekday,Category Page,0.0,Low
I016558,U0340,C0709,1,1,1,0,1,59,4.0,3.5,2025-11-01 21:45:00,14.38,Weekend,For You,4.0,Very High
I016559,U0006,C0746,0,0,0,0,0,91,,13.7,2026-02-25 21:23:00,1.82,Weekday,For You,0.0,Low
I016560,U0258,C0660,1,0,1,0,1,52,,18.2,2025-09-20 14:26:00,8.54,Weekend,For You,0.0,High
I016561,U0185,C0564,1,0,0,0,0,63,,6.3,2025-09-03 13:14:00,2.26,Weekday,For You,0.0,Low
I016562,U0050,C0285,1,1,1,0,1,92,,9.2,2025-12-11 19:31:00,11.84,Weekday,Trending,0.0,Very High
I016563,U0331,C0619,1,0,0,0,1,79,,1.6,2025-10-26 08:11:00,6.08,Weekend,For You,0.0,High
I016564,U0297,C0041,0,0,0,0,0,63,,25.8,2025-11-28 10:29:00,1.26,Weekday,Because You Liked,0.0,Low
I016565,U0309,C0897,1,0,1,0,1,84,,23.5,2025-09-02 20:00:00,9.18,Weekday,Home Feed,0.0,Very High
I016566,U0356,C0352,1,0,0,0,0,38,3.0,1.5,2025-12-21 22:17:00,4.16,Weekend,Trending,3.0,Medium
I016567,U0115,C0497,1,0,1,0,0,59,,1.0,2025-09-04 22:15:00,5.18,Weekday,For You,0.0,Medium
I016568,U0240,C0096,1,1,0,0,1,30,,3.0,2025-11-17 19:48:00,7.6,Weekday,For You,0.0,High
I016569,U0092,C0520,1,0,0,0,0,60,3.0,3.0,2025-10-25 22:45:00,4.6,Weekend,Search,3.0,Medium
I016570,U0252,C0792,1,0,0,0,0,51,,13.8,2026-02-10 11:37:00,2.02,Weekday,Search,0.0,Low
I016571,U0233,C0715,1,1,1,0,1,46,,5.5,2026-03-04 23:41:00,10.92,Weekday,Home Feed,0.0,Very High
I016572,U0031,C0792,1,1,1,1,0,42,4.0,11.3,2025-10-11 19:11:00,12.54,Weekend,Because You Liked,4.0,Very High
I016573,U0029,C0656,1,1,0,0,0,59,2.0,2.9,2025-11-08 08:49:00,6.28,Weekend,Because You Liked,2.0,High
I016574,U0353,C0119,1,1,1,1,1,99,,7.9,2025-12-07 12:56:00,13.98,Weekend,Trending,0.0,Very High
I016575,U0085,C0256,1,1,0,0,1,64,,5.1,2025-12-30 06:58:00,8.28,Weekday,Because You Liked,0.0,High
I016576,U0321,C0493,1,1,1,1,1,68,,1.4,2026-01-25 14:10:00,13.36,Weekend,For You,0.0,Very High
I016577,U0336,C0265,1,1,1,0,0,69,5.0,29.7,2025-10-09 16:27:00,11.88,Weekday,Category Page,5.0,Very High
I016578,U0093,C0618,1,1,0,0,0,40,,2.4,2025-11-04 14:11:00,4.3,Weekday,For You,0.0,Medium
I016579,U0284,C0340,1,0,0,0,1,90,,22.5,2026-01-08 21:03:00,6.3,Weekday,Trending,0.0,High
I016580,U0049,C0671,1,1,0,0,0,8,4.0,1.0,2025-10-08 20:12:00,6.86,Weekday,For You,4.0,High
I016581,U0272,C0165,1,1,1,0,0,44,,1.3,2026-01-21 08:26:00,7.38,Weekday,For You,0.0,High
I016582,U0224,C0433,1,1,1,0,1,61,,2.4,2026-01-01 21:46:00,11.22,Weekday,Category Page,0.0,Very High
I016583,U0125,C0576,1,1,0,0,1,46,,2.3,2025-11-24 20:37:00,7.92,Weekday,Because You Liked,0.0,High
I016584,U0100,C0516,1,1,1,0,1,100,,12.0,2025-12-20 09:27:00,12.0,Weekend,Home Feed,0.0,Very High
I016585,U0354,C0068,0,0,0,0,0,27,,1.9,2025-10-02 08:23:00,0.54,Weekday,Home Feed,0.0,Low
I016586,U0265,C0856,1,1,1,0,1,77,,16.9,2026-02-17 20:20:00,11.54,Weekday,Trending,0.0,Very High
I016587,U0311,C0221,1,0,1,0,0,59,4.0,3.5,2026-03-10 11:07:00,8.38,Weekday,Category Page,4.0,High
I016588,U0263,C0233,1,0,0,1,1,98,4.0,6.9,2026-01-26 08:33:00,11.66,Weekday,Search,4.0,Very High
I016589,U0075,C0646,1,1,0,0,1,78,4.0,5.5,2025-12-28 14:34:00,11.76,Weekend,Trending,4.0,Very High
I016590,U0204,C0535,1,1,0,0,1,90,,5.4,2026-02-07 08:34:00,8.8,Weekend,Home Feed,0.0,High
I016591,U0018,C0411,0,0,0,0,0,75,,24.0,2025-12-24 00:22:00,1.5,Weekday,Because You Liked,0.0,Low
I016592,U0312,C0239,1,1,1,0,1,81,,4.1,2025-09-28 09:46:00,11.62,Weekend,Category Page,0.0,Very High
I016593,U0258,C0237,1,0,0,1,1,93,,31.6,2026-03-10 12:39:00,8.36,Weekday,Home Feed,0.0,High
I016594,U0416,C0697,1,0,0,0,1,91,,37.3,2026-01-29 20:33:00,6.32,Weekday,For You,0.0,High
I016595,U0219,C0198,1,0,0,0,0,59,3.0,17.1,2025-11-29 23:23:00,4.58,Weekend,Home Feed,3.0,Medium
I016596,U0188,C0899,1,1,0,0,1,94,,1.9,2026-02-14 21:17:00,8.88,Weekend,Trending,0.0,High
I016597,U0221,C0073,1,0,1,1,0,54,4.0,2.7,2025-11-10 15:41:00,10.28,Weekday,Because You Liked,4.0,Very High
I016598,U0418,C0665,1,1,1,1,1,98,5.0,2.9,2025-12-14 22:14:00,17.96,Weekend,Because You Liked,5.0,Very High
I016599,U0416,C0405,1,1,1,1,1,86,5.0,1.0,2025-10-21 19:14:00,17.72,Weekday,Home Feed,5.0,Very High
I016600,U0311,C0080,1,1,1,0,1,97,4.0,15.5,2025-09-15 09:47:00,15.14,Weekday,Home Feed,4.0,Very High
I016601,U0329,C0624,1,1,0,0,1,85,5.0,4.2,2025-10-13 07:39:00,12.7,Weekday,For You,5.0,Very High
I016602,U0115,C0585,1,0,0,0,0,51,,16.3,2026-01-15 00:14:00,2.02,Weekday,Trending,0.0,Low
I016603,U0263,C0796,1,0,0,0,1,48,,3.4,2025-11-13 08:56:00,5.46,Weekday,Search,0.0,Medium
I016604,U0338,C0544,1,1,0,0,1,79,5.0,22.9,2026-03-05 20:31:00,12.58,Weekday,Search,5.0,Very High
I016605,U0176,C0170,1,1,0,0,1,60,,21.6,2026-01-09 11:09:00,8.2,Weekday,Home Feed,0.0,High
I016606,U0447,C0522,1,0,1,0,0,26,,6.2,2025-12-02 17:39:00,4.52,Weekday,Search,0.0,Medium
I016607,U0122,C0078,1,0,0,1,0,26,2.0,8.1,2025-10-21 21:18:00,5.12,Weekday,Home Feed,2.0,Medium
I016608,U0074,C0276,1,0,0,0,0,41,,3.3,2025-10-23 09:04:00,1.82,Weekday,Home Feed,0.0,Low
I016609,U0230,C0787,1,1,0,0,1,60,,1.2,2025-11-21 11:35:00,8.2,Weekday,Home Feed,0.0,High
I016610,U0352,C0698,0,0,0,0,0,68,,4.1,2025-12-23 19:42:00,1.36,Weekday,For You,0.0,Low
I016611,U0047,C0003,1,1,1,1,0,49,,3.4,2025-12-01 06:46:00,9.48,Weekday,Because You Liked,0.0,Very High
I016612,U0152,C0277,0,0,0,0,0,45,,4.5,2025-12-07 11:27:00,0.9,Weekend,Because You Liked,0.0,Low
I016613,U0229,C0223,1,1,1,0,1,65,4.0,1.3,2025-11-24 12:09:00,14.5,Weekday,Category Page,4.0,Very High
I016614,U0245,C0666,1,0,0,0,0,13,,1.0,2025-12-11 10:02:00,1.26,Weekday,Home Feed,0.0,Low
I016615,U0077,C0099,1,0,0,0,0,33,,1.7,2025-11-15 06:46:00,1.66,Weekend,For You,0.0,Low
I016616,U0068,C0772,1,0,0,0,1,100,,8.0,2026-02-24 19:51:00,6.5,Weekday,Because You Liked,0.0,High
I016617,U0293,C0033,1,0,1,0,0,63,,3.8,2026-01-30 16:06:00,5.26,Weekday,Home Feed,0.0,Medium
I016618,U0263,C0484,1,1,1,0,1,70,5.0,3.5,2025-09-02 08:17:00,15.4,Weekday,Category Page,5.0,Very High
I016619,U0180,C0751,1,0,0,0,1,72,4.0,4.3,2025-10-21 00:18:00,9.14,Weekday,Category Page,4.0,Very High
I016620,U0063,C0275,1,1,0,1,0,80,,12.8,2026-03-04 17:02:00,7.1,Weekday,Category Page,0.0,High
I016621,U0272,C0737,1,1,1,1,1,55,4.0,6.1,2026-03-04 10:35:00,16.3,Weekday,For You,4.0,Very High
I016622,U0004,C0118,1,0,0,0,0,48,,8.2,2026-01-19 17:25:00,1.96,Weekday,Trending,0.0,Low
I016623,U0258,C0523,1,1,1,0,1,62,5.0,5.0,2025-12-09 16:51:00,15.24,Weekday,For You,5.0,Very High
I016624,U0424,C0709,1,1,1,0,1,72,,4.3,2026-02-03 08:26:00,11.44,Weekday,Category Page,0.0,Very High
I016625,U0307,C0730,1,1,0,0,1,94,,2.8,2025-12-22 22:33:00,8.88,Weekday,Home Feed,0.0,High
I016626,U0389,C0100,1,1,0,1,1,89,4.0,8.9,2025-11-12 09:30:00,13.98,Weekday,For You,4.0,Very High
I016627,U0154,C0098,1,1,0,0,1,100,4.0,34.0,2025-10-03 09:51:00,12.2,Weekday,Home Feed,4.0,Very High
I016628,U0317,C0543,1,1,0,0,0,62,5.0,13.6,2025-12-16 17:22:00,8.74,Weekday,Home Feed,5.0,High
I016629,U0040,C0311,1,1,0,1,1,100,,18.0,2026-01-19 21:05:00,11.0,Weekday,For You,0.0,Very High
I016630,U0022,C0735,1,1,1,0,0,63,,3.1,2026-01-30 15:03:00,7.76,Weekday,For You,0.0,High
I016631,U0082,C0739,1,0,1,1,1,71,5.0,12.8,2025-12-17 23:57:00,14.92,Weekday,Home Feed,5.0,Very High
I016632,U0109,C0102,1,0,1,1,0,62,3.0,3.7,2025-11-26 19:22:00,9.64,Weekday,Because You Liked,3.0,Very High
I016633,U0219,C0854,1,0,0,0,0,39,,1.2,2025-12-24 01:54:00,1.78,Weekday,For You,0.0,Low
I016634,U0305,C0670,1,1,1,0,1,56,,15.7,2025-11-10 15:26:00,11.12,Weekday,Trending,0.0,Very High
I016635,U0050,C0724,0,0,0,0,0,56,,3.9,2025-12-30 20:51:00,1.12,Weekday,Home Feed,0.0,Low
I016636,U0170,C0063,1,0,1,0,0,54,,3.8,2025-10-27 15:33:00,5.08,Weekday,For You,0.0,Medium
I016637,U0308,C0300,1,0,1,1,1,68,,2.7,2026-02-10 09:26:00,10.86,Weekday,Home Feed,0.0,Very High
I016638,U0444,C0378,1,1,0,0,0,60,4.0,1.2,2026-01-13 08:41:00,7.9,Weekday,Trending,4.0,High
I016639,U0369,C0232,1,0,0,1,1,81,,17.8,2025-09-29 13:50:00,8.12,Weekday,Category Page,0.0,High
I016640,U0415,C0342,1,0,0,0,1,85,,26.3,2025-12-12 23:34:00,6.2,Weekday,Because You Liked,0.0,High
I016641,U0356,C0616,1,0,1,0,0,40,,6.0,2025-11-15 21:51:00,4.8,Weekend,Because You Liked,0.0,Medium
I016642,U0279,C0170,1,0,0,0,0,42,3.0,15.1,2025-12-19 18:20:00,4.24,Weekday,For You,3.0,Medium
I016643,U0163,C0380,1,1,0,0,0,65,4.0,5.9,2025-11-04 00:02:00,8.0,Weekday,Category Page,4.0,High
I016644,U0259,C0010,1,1,0,1,1,85,,9.3,2025-11-07 22:30:00,10.7,Weekday,For You,0.0,Very High
I016645,U0271,C0429,1,0,0,0,0,23,3.0,2.3,2025-09-07 16:16:00,3.86,Weekend,Because You Liked,3.0,Medium
I016646,U0203,C0503,1,1,0,0,0,50,,11.5,2025-12-13 11:48:00,4.5,Weekend,For You,0.0,Medium
I016647,U0397,C0742,0,0,0,0,0,43,,1.3,2025-11-20 13:01:00,0.86,Weekday,Trending,0.0,Low
I016648,U0070,C0696,0,0,0,0,0,76,,20.5,2025-10-06 00:26:00,1.52,Weekday,For You,0.0,Low
I016649,U0394,C0047,1,0,0,0,0,48,,1.9,2025-10-26 22:51:00,1.96,Weekend,Category Page,0.0,Low
I016650,U0443,C0253,0,0,0,0,0,40,,3.2,2026-02-24 17:10:00,0.8,Weekday,Trending,0.0,Low
I016651,U0014,C0836,1,1,1,0,1,97,4.0,10.7,2026-03-10 20:44:00,15.14,Weekday,Home Feed,4.0,Very High
I016652,U0141,C0292,1,1,1,1,1,68,3.0,4.8,2025-11-29 00:13:00,15.76,Weekend,Home Feed,3.0,Very High
I016653,U0218,C0684,1,1,1,0,1,94,,4.7,2025-12-13 10:47:00,11.88,Weekend,Home Feed,0.0,Very High
I016654,U0281,C0045,1,0,0,0,0,10,,1.0,2026-02-27 09:11:00,1.2,Weekday,For You,0.0,Low
I016655,U0142,C0827,1,1,0,0,0,49,3.0,4.9,2025-12-20 01:16:00,6.88,Weekend,For You,3.0,High
I016656,U0247,C0078,1,0,0,1,1,88,,27.3,2025-12-04 22:27:00,8.26,Weekday,Search,0.0,High
I016657,U0196,C0535,1,1,1,0,0,49,4.0,2.9,2025-10-23 23:19:00,10.68,Weekday,Because You Liked,4.0,Very High
I016658,U0217,C0711,1,0,1,0,0,48,4.0,1.9,2025-10-21 12:37:00,8.16,Weekday,For You,4.0,High
I016659,U0032,C0658,1,0,1,0,0,55,4.0,12.7,2026-01-16 00:22:00,8.3,Weekday,For You,4.0,High
I016660,U0353,C0377,1,0,0,0,0,32,2.0,1.6,2025-12-25 12:26:00,3.24,Weekday,For You,2.0,Medium
I016661,U0450,C0064,0,0,0,0,0,37,,3.0,2025-11-19 08:47:00,0.74,Weekday,Category Page,0.0,Low
I016662,U0055,C0550,1,0,0,0,0,47,,7.0,2025-10-05 22:24:00,1.94,Weekend,Home Feed,0.0,Low
I016663,U0185,C0744,1,0,1,0,1,83,4.0,16.6,2025-09-17 13:26:00,12.36,Weekday,For You,4.0,Very High
I016664,U0252,C0005,1,1,1,0,0,34,,5.4,2025-12-04 10:47:00,7.18,Weekday,Trending,0.0,High
I016665,U0325,C0077,1,0,0,0,0,17,,1.0,2025-12-31 09:52:00,1.34,Weekday,Trending,0.0,Low
I016666,U0348,C0058,1,1,0,1,1,66,5.0,19.1,2025-09-30 18:49:00,14.32,Weekday,Home Feed,5.0,Very High
I016667,U0021,C0473,0,0,0,0,0,53,,14.8,2025-09-17 21:01:00,1.06,Weekday,Trending,0.0,Low
